ticker,date,price
399001.SZ,2006-02-24,3390.87
399001.SZ,2006-02-27,3345.44
399001.SZ,2006-02-28,3351.64
399001.SZ,2006-03-01,3378.18
399001.SZ,2006-03-02,3342.68
399001.SZ,2006-03-03,3350.42
399001.SZ,2006-03-06,3330.05
399001.SZ,2006-03-07,3233.47
399001.SZ,2006-03-08,3199.94
399001.SZ,2006-03-09,3184.93
399001.SZ,2006-03-10,3213.51
399001.SZ,2006-03-13,3277.75
399001.SZ,2006-03-14,3269.5
399001.SZ,2006-03-15,3312.06
399001.SZ,2006-03-16,3309.42
399001.SZ,2006-03-17,3300.35
399001.SZ,2006-03-20,3345.63
399001.SZ,2006-03-21,3370.86
399001.SZ,2006-03-22,3399.9
399001.SZ,2006-03-23,3405.24
399001.SZ,2006-03-24,3392.49
399001.SZ,2006-03-27,3445.59
399001.SZ,2006-03-28,3488.78
399001.SZ,2006-03-29,3520.38
399001.SZ,2006-03-30,3488.07
399001.SZ,2006-03-31,3516.4
399001.SZ,2006-04-03,3606.62
399001.SZ,2006-04-04,3627.44
399001.SZ,2006-04-05,3668.27
399001.SZ,2006-04-06,3716.52
399001.SZ,2006-04-07,3703.58
399001.SZ,2006-04-10,3735.26
399001.SZ,2006-04-11,3780.07
399001.SZ,2006-04-12,3729.6
399001.SZ,2006-04-13,3665.24
399001.SZ,2006-04-14,3760.03
399001.SZ,2006-04-17,3760.63
399001.SZ,2006-04-18,3803.72
399001.SZ,2006-04-19,3835.43
399001.SZ,2006-04-20,3847.79
399001.SZ,2006-04-21,3857.29
399001.SZ,2006-04-24,3775.57
399001.SZ,2006-04-25,3805.84
399001.SZ,2006-04-26,3821.78
399001.SZ,2006-04-27,3842.11
399001.SZ,2006-04-28,3848.1
399001.SZ,2006-05-01,3848.1
399001.SZ,2006-05-02,3848.1
399001.SZ,2006-05-03,3848.1
399001.SZ,2006-05-04,3848.1
399001.SZ,2006-05-05,3848.1
399001.SZ,2006-05-08,4015.79
399001.SZ,2006-05-09,4132.15
399001.SZ,2006-05-10,4147.36
399001.SZ,2006-05-11,4093.82
399001.SZ,2006-05-12,4173.77
399001.SZ,2006-05-15,4358.63
399001.SZ,2006-05-16,4252.89
399001.SZ,2006-05-17,4296.99
399001.SZ,2006-05-18,4296.07
399001.SZ,2006-05-19,4369.4
399001.SZ,2006-05-22,4370.46
399001.SZ,2006-05-23,4165.43
399001.SZ,2006-05-24,4141.32
399001.SZ,2006-05-25,4135.48
399001.SZ,2006-05-26,4217.03
399001.SZ,2006-05-29,4327.89
399001.SZ,2006-05-30,4348.74
399001.SZ,2006-05-31,4292.1
399001.SZ,2006-06-01,4360.46
399001.SZ,2006-06-02,4261.02
399001.SZ,2006-06-05,4303.81
399001.SZ,2006-06-06,4294.49
399001.SZ,2006-06-07,4095.32
399001.SZ,2006-06-08,4075.28
399001.SZ,2006-06-09,4010.54
399001.SZ,2006-06-12,4018.85
399001.SZ,2006-06-13,4004.84
399001.SZ,2006-06-14,3938.76
399001.SZ,2006-06-15,3944.6
399001.SZ,2006-06-16,4058.3
399001.SZ,2006-06-19,4106.08
399001.SZ,2006-06-20,4112.24
399001.SZ,2006-06-21,4081.29
399001.SZ,2006-06-22,4070.18
399001.SZ,2006-06-23,4111.69
399001.SZ,2006-06-26,4202.36
399001.SZ,2006-06-27,4206.44
399001.SZ,2006-06-28,4193.05
399001.SZ,2006-06-29,4301.44
399001.SZ,2006-06-30,4301.66
399001.SZ,2006-07-03,4398.38
399001.SZ,2006-07-04,4345.57
399001.SZ,2006-07-05,4291.26
399001.SZ,2006-07-06,4348.45
399001.SZ,2006-07-07,4322.85
399001.SZ,2006-07-10,4336.24
399001.SZ,2006-07-11,4323.49
399001.SZ,2006-07-12,4350.81
399001.SZ,2006-07-13,4149.06
399001.SZ,2006-07-14,4187.49
399001.SZ,2006-07-17,4229.1
399001.SZ,2006-07-18,4235.1
399001.SZ,2006-07-19,4109.66
399001.SZ,2006-07-20,4135.88
399001.SZ,2006-07-21,4178.98
399001.SZ,2006-07-24,4183.28
399001.SZ,2006-07-25,4221.84
399001.SZ,2006-07-26,4199.28
399001.SZ,2006-07-27,4129.91
399001.SZ,2006-07-28,4080.63
399001.SZ,2006-07-31,3946.9
399001.SZ,2006-08-01,3919.56
399001.SZ,2006-08-02,3892.4
399001.SZ,2006-08-03,3883.15
399001.SZ,2006-08-04,3820.48
399001.SZ,2006-08-07,3780.38
399001.SZ,2006-08-08,3868.7
399001.SZ,2006-08-09,3852.73
399001.SZ,2006-08-10,3905.44
399001.SZ,2006-08-11,3909.66
399001.SZ,2006-08-14,3853.75
399001.SZ,2006-08-15,3912.22
399001.SZ,2006-08-16,3972.71
399001.SZ,2006-08-17,3939.59
399001.SZ,2006-08-18,3924.27
399001.SZ,2006-08-21,3932.17
399001.SZ,2006-08-22,3977.9
399001.SZ,2006-08-23,3975.72
399001.SZ,2006-08-24,3977.34
399001.SZ,2006-08-25,3997.54
399001.SZ,2006-08-28,4114.38
399001.SZ,2006-08-29,4140.15
399001.SZ,2006-08-30,4157.56
399001.SZ,2006-08-31,4178.84
399001.SZ,2006-09-01,4128.75
399001.SZ,2006-09-04,4181.45
399001.SZ,2006-09-05,4165.86
399001.SZ,2006-09-06,4171.18
399001.SZ,2006-09-07,4119.05
399001.SZ,2006-09-08,4111.03
399001.SZ,2006-09-11,4135.65
399001.SZ,2006-09-12,4153.27
399001.SZ,2006-09-13,4117.89
399001.SZ,2006-09-14,4102.28
399001.SZ,2006-09-15,4183.76
399001.SZ,2006-09-18,4238.28
399001.SZ,2006-09-19,4223.83
399001.SZ,2006-09-20,4247.76
399001.SZ,2006-09-21,4282.71
399001.SZ,2006-09-22,4269.93
399001.SZ,2006-09-25,4271.97
399001.SZ,2006-09-26,4210.64
399001.SZ,2006-09-27,4241.94
399001.SZ,2006-09-28,4288.37
399001.SZ,2006-09-29,4326.78
399001.SZ,2006-10-02,4326.78
399001.SZ,2006-10-03,4326.78
399001.SZ,2006-10-04,4326.78
399001.SZ,2006-10-05,4326.78
399001.SZ,2006-10-06,4326.78
399001.SZ,2006-10-09,4407.73
399001.SZ,2006-10-10,4382.55
399001.SZ,2006-10-11,4375.59
399001.SZ,2006-10-12,4348.76
399001.SZ,2006-10-13,4380.55
399001.SZ,2006-10-16,4332.5
399001.SZ,2006-10-17,4343.67
399001.SZ,2006-10-18,4438.23
399001.SZ,2006-10-19,4438.16
399001.SZ,2006-10-20,4448.44
399001.SZ,2006-10-23,4356.39
399001.SZ,2006-10-24,4452.69
399001.SZ,2006-10-25,4515.36
399001.SZ,2006-10-26,4584.58
399001.SZ,2006-10-27,4558.42
399001.SZ,2006-10-30,4560.28
399001.SZ,2006-10-31,4621.98
399001.SZ,2006-11-01,4643.17
399001.SZ,2006-11-02,4657.13
399001.SZ,2006-11-03,4690.43
399001.SZ,2006-11-06,4785.37
399001.SZ,2006-11-07,4830.29
399001.SZ,2006-11-08,4778.2
399001.SZ,2006-11-09,4869.61
399001.SZ,2006-11-10,4777.63
399001.SZ,2006-11-13,4663.4
399001.SZ,2006-11-14,4725.32
399001.SZ,2006-11-15,4937.06
399001.SZ,2006-11-16,4945.62
399001.SZ,2006-11-17,5067.51
399001.SZ,2006-11-20,5177.97
399001.SZ,2006-11-21,5239.1
399001.SZ,2006-11-22,5276.67
399001.SZ,2006-11-23,5292.43
399001.SZ,2006-11-24,5297.08
399001.SZ,2006-11-27,5384.02
399001.SZ,2006-11-28,5362.0
399001.SZ,2006-11-29,5457.51
399001.SZ,2006-11-30,5667.0
399001.SZ,2006-12-01,5748.06
399001.SZ,2006-12-04,5875.59
399001.SZ,2006-12-05,5928.03
399001.SZ,2006-12-06,5838.5
399001.SZ,2006-12-07,5811.52
399001.SZ,2006-12-08,5641.48
399001.SZ,2006-12-11,5951.29
399001.SZ,2006-12-12,5983.14
399001.SZ,2006-12-13,5972.47
399001.SZ,2006-12-14,6044.28
399001.SZ,2006-12-15,6168.49
399001.SZ,2006-12-18,6393.33
399001.SZ,2006-12-19,6369.14
399001.SZ,2006-12-20,6439.44
399001.SZ,2006-12-21,6334.17
399001.SZ,2006-12-22,6242.17
399001.SZ,2006-12-25,6382.6
399001.SZ,2006-12-26,6356.47
399001.SZ,2006-12-27,6489.69
399001.SZ,2006-12-28,6436.29
399001.SZ,2006-12-29,6647.14
399001.SZ,2007-01-01,6647.14
399001.SZ,2007-01-02,6647.14
399001.SZ,2007-01-03,6647.14
399001.SZ,2007-01-04,6705.34
399001.SZ,2007-01-05,6706.24
399001.SZ,2007-01-08,6870.5
399001.SZ,2007-01-09,7078.59
399001.SZ,2007-01-10,7346.02
399001.SZ,2007-01-11,7289.59
399001.SZ,2007-01-12,7187.02
399001.SZ,2007-01-15,7636.45
399001.SZ,2007-01-16,8002.89
399001.SZ,2007-01-17,7775.65
399001.SZ,2007-01-18,7790.87
399001.SZ,2007-01-19,8065.31
399001.SZ,2007-01-22,8343.07
399001.SZ,2007-01-23,8311.26
399001.SZ,2007-01-24,8366.58
399001.SZ,2007-01-25,8013.25
399001.SZ,2007-01-26,8223.3
399001.SZ,2007-01-29,8359.99
399001.SZ,2007-01-30,8262.33
399001.SZ,2007-01-31,7632.94
399001.SZ,2007-02-01,7700.64
399001.SZ,2007-02-02,7348.03
399001.SZ,2007-02-05,7292.95
399001.SZ,2007-02-06,7341.53
399001.SZ,2007-02-07,7541.74
399001.SZ,2007-02-08,7691.46
399001.SZ,2007-02-09,7627.94
399001.SZ,2007-02-12,7951.58
399001.SZ,2007-02-13,8104.27
399001.SZ,2007-02-14,8315.91
399001.SZ,2007-02-15,8582.91
399001.SZ,2007-02-16,8572.27
399001.SZ,2007-02-19,8572.27
399001.SZ,2007-02-20,8572.27
399001.SZ,2007-02-21,8572.27
399001.SZ,2007-02-22,8572.27
399001.SZ,2007-02-23,8572.27
399001.SZ,2007-02-26,8588.69
399001.SZ,2007-02-27,7790.82
399001.SZ,2007-02-28,8039.7
399001.SZ,2007-03-01,7804.35
399001.SZ,2007-03-02,7923.33
399001.SZ,2007-03-05,7826.56
399001.SZ,2007-03-06,7924.81
399001.SZ,2007-03-07,8140.33
399001.SZ,2007-03-08,8249.21
399001.SZ,2007-03-09,8146.44
399001.SZ,2007-03-12,8130.75
399001.SZ,2007-03-13,8200.61
399001.SZ,2007-03-14,8090.47
399001.SZ,2007-03-15,8273.53
399001.SZ,2007-03-16,8147.32
399001.SZ,2007-03-19,8276.8
399001.SZ,2007-03-20,8294.62
399001.SZ,2007-03-21,8400.3
399001.SZ,2007-03-22,8434.83
399001.SZ,2007-03-23,8489.86
399001.SZ,2007-03-26,8631.39
399001.SZ,2007-03-27,8629.22
399001.SZ,2007-03-28,8587.35
399001.SZ,2007-03-29,8579.32
399001.SZ,2007-03-30,8549.2
399001.SZ,2007-04-02,8785.83
399001.SZ,2007-04-03,8963.47
399001.SZ,2007-04-04,9090.46
399001.SZ,2007-04-05,9161.48
399001.SZ,2007-04-06,9268.23
399001.SZ,2007-04-09,9475.71
399001.SZ,2007-04-10,9652.68
399001.SZ,2007-04-11,9753.78
399001.SZ,2007-04-12,9964.78
399001.SZ,2007-04-13,10019.92
399001.SZ,2007-04-16,10249.1
399001.SZ,2007-04-17,10289.0
399001.SZ,2007-04-18,10401.62
399001.SZ,2007-04-19,9857.23
399001.SZ,2007-04-20,10258.64
399001.SZ,2007-04-23,10685.06
399001.SZ,2007-04-24,10669.04
399001.SZ,2007-04-25,10668.27
399001.SZ,2007-04-26,10848.78
399001.SZ,2007-04-27,10688.55
399001.SZ,2007-04-30,10865.88
399001.SZ,2007-05-01,10865.88
399001.SZ,2007-05-02,10865.88
399001.SZ,2007-05-03,10865.88
399001.SZ,2007-05-04,10865.88
399001.SZ,2007-05-07,10865.88
399001.SZ,2007-05-08,11401.12
399001.SZ,2007-05-09,11517.75
399001.SZ,2007-05-10,11574.16
399001.SZ,2007-05-11,11489.93
399001.SZ,2007-05-14,11732.08
399001.SZ,2007-05-15,11414.54
399001.SZ,2007-05-16,11682.35
399001.SZ,2007-05-17,12011.08
399001.SZ,2007-05-18,12100.1
399001.SZ,2007-05-21,12269.2
399001.SZ,2007-05-22,12407.83
399001.SZ,2007-05-23,12624.13
399001.SZ,2007-05-24,12515.15
399001.SZ,2007-05-25,12681.45
399001.SZ,2007-05-28,13026.66
399001.SZ,2007-05-29,13456.6
399001.SZ,2007-05-30,12627.15
399001.SZ,2007-05-31,12944.23
399001.SZ,2007-06-01,12432.69
399001.SZ,2007-06-04,11468.46
399001.SZ,2007-06-05,12017.71
399001.SZ,2007-06-06,12338.18
399001.SZ,2007-06-07,12696.0
399001.SZ,2007-06-08,12850.69
399001.SZ,2007-06-11,13187.71
399001.SZ,2007-06-12,13579.72
399001.SZ,2007-06-13,13811.48
399001.SZ,2007-06-14,13666.28
399001.SZ,2007-06-15,13697.16
399001.SZ,2007-06-18,14194.55
399001.SZ,2007-06-19,14336.4
399001.SZ,2007-06-20,14107.23
399001.SZ,2007-06-21,14255.61
399001.SZ,2007-06-22,13725.72
399001.SZ,2007-06-25,13109.26
399001.SZ,2007-06-26,13219.41
399001.SZ,2007-06-27,13583.7
399001.SZ,2007-06-28,12882.17
399001.SZ,2007-06-29,12546.45
399001.SZ,2007-07-02,12475.16
399001.SZ,2007-07-03,12761.06
399001.SZ,2007-07-04,12509.14
399001.SZ,2007-07-05,11783.58
399001.SZ,2007-07-06,12395.35
399001.SZ,2007-07-09,12846.41
399001.SZ,2007-07-10,12682.04
399001.SZ,2007-07-11,12785.67
399001.SZ,2007-07-12,12850.74
399001.SZ,2007-07-13,12816.42
399001.SZ,2007-07-16,12331.19
399001.SZ,2007-07-17,12759.98
399001.SZ,2007-07-18,12841.51
399001.SZ,2007-07-19,12790.94
399001.SZ,2007-07-20,13417.96
399001.SZ,2007-07-23,14139.27
399001.SZ,2007-07-24,14190.97
399001.SZ,2007-07-25,14403.08
399001.SZ,2007-07-26,14619.74
399001.SZ,2007-07-27,14614.1
399001.SZ,2007-07-30,15060.86
399001.SZ,2007-07-31,15199.56
399001.SZ,2007-08-01,14795.2
399001.SZ,2007-08-02,15562.14
399001.SZ,2007-08-03,16179.64
399001.SZ,2007-08-06,16542.81
399001.SZ,2007-08-07,16523.27
399001.SZ,2007-08-08,16193.72
399001.SZ,2007-08-09,16680.38
399001.SZ,2007-08-10,16323.44
399001.SZ,2007-08-13,16116.11
399001.SZ,2007-08-14,16351.89
399001.SZ,2007-08-15,16322.52
399001.SZ,2007-08-16,16053.15
399001.SZ,2007-08-17,15689.0
399001.SZ,2007-08-20,16589.8
399001.SZ,2007-08-21,16859.97
399001.SZ,2007-08-22,17331.99
399001.SZ,2007-08-23,17639.22
399001.SZ,2007-08-24,17864.68
399001.SZ,2007-08-27,17884.84
399001.SZ,2007-08-28,17817.93
399001.SZ,2007-08-29,17443.19
399001.SZ,2007-08-30,17659.26
399001.SZ,2007-08-31,17872.11
399001.SZ,2007-09-03,18164.04
399001.SZ,2007-09-04,18050.78
399001.SZ,2007-09-05,18002.0
399001.SZ,2007-09-06,18073.76
399001.SZ,2007-09-07,17674.1
399001.SZ,2007-09-10,17918.48
399001.SZ,2007-09-11,17129.39
399001.SZ,2007-09-12,17398.41
399001.SZ,2007-09-13,17959.52
399001.SZ,2007-09-14,18213.71
399001.SZ,2007-09-17,18494.38
399001.SZ,2007-09-18,18316.42
399001.SZ,2007-09-19,18073.34
399001.SZ,2007-09-20,18221.74
399001.SZ,2007-09-21,18228.57
399001.SZ,2007-09-24,18418.47
399001.SZ,2007-09-25,18346.45
399001.SZ,2007-09-26,17992.32
399001.SZ,2007-09-27,18281.07
399001.SZ,2007-09-28,18864.55
399001.SZ,2007-10-01,18864.55
399001.SZ,2007-10-02,18864.55
399001.SZ,2007-10-03,18864.55
399001.SZ,2007-10-04,18864.55
399001.SZ,2007-10-05,18864.55
399001.SZ,2007-10-08,19232.35
399001.SZ,2007-10-09,19318.17
399001.SZ,2007-10-10,19264.04
399001.SZ,2007-10-11,19344.15
399001.SZ,2007-10-12,19135.2
399001.SZ,2007-10-15,19088.65
399001.SZ,2007-10-16,19358.44
399001.SZ,2007-10-17,19288.29
399001.SZ,2007-10-18,18681.35
399001.SZ,2007-10-19,18834.8
399001.SZ,2007-10-22,18379.41
399001.SZ,2007-10-23,18611.16
399001.SZ,2007-10-24,18761.9
399001.SZ,2007-10-25,18175.31
399001.SZ,2007-10-26,18506.52
399001.SZ,2007-10-29,18833.66
399001.SZ,2007-10-30,19034.57
399001.SZ,2007-10-31,19531.15
399001.SZ,2007-11-01,19144.62
399001.SZ,2007-11-02,18564.34
399001.SZ,2007-11-05,18116.88
399001.SZ,2007-11-06,18120.57
399001.SZ,2007-11-07,18232.96
399001.SZ,2007-11-08,17465.46
399001.SZ,2007-11-09,17160.12
399001.SZ,2007-11-12,17065.77
399001.SZ,2007-11-13,16747.89
399001.SZ,2007-11-14,17355.55
399001.SZ,2007-11-15,17096.9
399001.SZ,2007-11-16,16728.26
399001.SZ,2007-11-19,16660.66
399001.SZ,2007-11-20,16987.48
399001.SZ,2007-11-21,16748.19
399001.SZ,2007-11-22,15949.36
399001.SZ,2007-11-23,16217.51
399001.SZ,2007-11-26,16057.19
399001.SZ,2007-11-27,15681.01
399001.SZ,2007-11-28,15359.16
399001.SZ,2007-11-29,15919.28
399001.SZ,2007-11-30,15637.66
399001.SZ,2007-12-03,15832.98
399001.SZ,2007-12-04,16065.17
399001.SZ,2007-12-05,16569.81
399001.SZ,2007-12-06,16539.14
399001.SZ,2007-12-07,16750.42
399001.SZ,2007-12-10,17096.51
399001.SZ,2007-12-11,17036.9
399001.SZ,2007-12-12,16831.56
399001.SZ,2007-12-13,16035.19
399001.SZ,2007-12-14,16483.5
399001.SZ,2007-12-17,16118.97
399001.SZ,2007-12-18,16074.11
399001.SZ,2007-12-19,16387.01
399001.SZ,2007-12-20,16625.41
399001.SZ,2007-12-21,16808.68
399001.SZ,2007-12-24,17153.93
399001.SZ,2007-12-25,17199.04
399001.SZ,2007-12-26,17427.77
399001.SZ,2007-12-27,17797.22
399001.SZ,2007-12-28,17700.62
399001.SZ,2007-12-31,17700.62
399001.SZ,2008-01-01,17700.62
399001.SZ,2008-01-02,17856.15
399001.SZ,2008-01-03,17911.3
399001.SZ,2008-01-04,18122.41
399001.SZ,2008-01-07,18376.96
399001.SZ,2008-01-08,18268.13
399001.SZ,2008-01-09,18597.61
399001.SZ,2008-01-10,18939.28
399001.SZ,2008-01-11,19016.59
399001.SZ,2008-01-14,19141.13
399001.SZ,2008-01-15,19034.02
399001.SZ,2008-01-16,18351.99
399001.SZ,2008-01-17,17910.39
399001.SZ,2008-01-18,18131.38
399001.SZ,2008-01-21,17210.93
399001.SZ,2008-01-22,15995.85
399001.SZ,2008-01-23,16874.31
399001.SZ,2008-01-24,17086.6
399001.SZ,2008-01-25,17294.01
399001.SZ,2008-01-28,16177.83
399001.SZ,2008-01-29,16205.93
399001.SZ,2008-01-30,16127.71
399001.SZ,2008-01-31,15857.71
399001.SZ,2008-02-01,15776.87
399001.SZ,2008-02-04,17031.67
399001.SZ,2008-02-05,16859.64
399001.SZ,2008-02-06,16859.64
399001.SZ,2008-02-07,16859.64
399001.SZ,2008-02-08,16859.64
399001.SZ,2008-02-11,16859.64
399001.SZ,2008-02-12,16859.64
399001.SZ,2008-02-13,16502.44
399001.SZ,2008-02-14,16704.94
399001.SZ,2008-02-15,16496.23
399001.SZ,2008-02-18,16860.55
399001.SZ,2008-02-19,17281.6
399001.SZ,2008-02-20,16959.2
399001.SZ,2008-02-21,16804.26
399001.SZ,2008-02-22,16179.52
399001.SZ,2008-02-25,15486.67
399001.SZ,2008-02-26,15328.42
399001.SZ,2008-02-27,15752.41
399001.SZ,2008-02-28,15654.46
399001.SZ,2008-02-29,15823.88
399001.SZ,2008-03-03,16187.51
399001.SZ,2008-03-04,15746.23
399001.SZ,2008-03-05,15601.21
399001.SZ,2008-03-06,15696.13
399001.SZ,2008-03-07,15560.85
399001.SZ,2008-03-10,14863.05
399001.SZ,2008-03-11,14815.72
