ticker,date,factor_1,factor_2,factor_3
ARTNA,03/9/30,-0.027251891,-0.013184369,-0.011271651
ARTNA,03/10/31,-0.022615259,-0.013773075,0.012075463
ARTNA,03/11/28,-0.024742843,-0.041007896,-0.018980615
ARTNA,03/12/31,-0.040606343,-0.03918111,-0.028227631
ARTNA,04/1/30,-0.049962586,-0.030534833,-0.042101896
ARTNA,04/2/27,-0.040999444,-0.03410989,-0.015421995
ARTNA,04/3/31,-0.025087824,-0.012062492,0.016634697
ARTNA,04/4/30,-0.060133878,-0.047008251,-0.005122001
ARTNA,04/5/31,-0.060133878,-0.019943836,-0.00459267
ARTNA,04/6/30,-0.048201414,-0.009388141,-0.025597039
ARTNA,04/7/30,-0.061148124,-0.031577505,-0.026591707
ARTNA,04/8/31,-0.035695408,-0.00164151,0.002964776
ARTNA,04/9/30,-0.025903604,-0.014010109,0.011891313
ARTNA,04/10/29,-0.03003517,0.017810312,0.045615
ARTNA,04/11/30,-0.012225624,0.007875275,0.004895983
ARTNA,04/12/31,0.005427747,0.0149563,0.003028969
ARTNA,05/1/31,0.013849681,0.046908438,0.001237012
ARTNA,05/2/28,0.017755445,0.019428847,0.014462058
ARTNA,05/3/31,-0.014575839,-0.000573768,-0.003591858
ARTNA,05/4/29,0.053377925,0.034945228,0.03366657
ARTNA,05/5/31,0.062723857,0.054420009,0.039388315
ARTNA,05/6/30,0.023737132,0.008651438,0.01228743
ARTNA,05/7/29,0.053926034,0.006703162,-0.026085209
ARTNA,05/8/31,0.023888594,0.004374751,-0.033686702
ARTNA,05/9/30,0.021018071,0.021604236,0.009203715
ARTNA,05/10/31,0.010262514,-0.023849295,0.0022958
ARTNA,05/11/30,0.011512138,-0.040693339,-0.007250896
ARTNA,05/12/30,0.015840856,0.007127752,-0.00205703
ARTNA,06/1/31,0.014679008,0.007922739,0.00561405
ARTNA,06/2/28,0.005162484,0.000784302,0.008093886
ARTNA,06/3/31,0.021967477,0.00035556,0.002417563
ARTNA,06/4/28,-0.025080343,-0.001261126,-0.006836793
ARTNA,06/5/31,-0.052270375,-0.012068129,-0.020000136
ARTNA,06/6/30,0.015230876,0.008045775,0.005614638
ARTNA,06/7/31,-0.004068081,-0.011896567,-0.005094604
ARTNA,06/8/31,-0.003059145,-0.003840435,0.016489493
ARTNA,06/9/29,0.000523661,0.000168042,-0.005416186
ARTNA,06/10/31,0.005243256,0.006512595,0.011666636
ARTNA,06/11/30,0.004847881,0.017122648,0.000622883
ARTNA,06/12/29,-0.00224644,-0.010210067,-0.004819987
ARTNA,07/1/31,-0.012088848,-0.000194596,-0.011724447
ARTNA,07/2/28,-0.049748626,-0.046085178,-0.046678986
ARTNA,07/3/30,-0.033112064,-0.033274514,-0.028592342
ARTNA,07/4/30,-0.028996888,-0.035279721,-0.023834722
ARTNA,07/5/31,-0.018018141,-0.034549214,0.012723701
ARTNA,07/6/29,-0.041821714,-0.031937733,-0.003443859
ARTNA,07/7/31,-0.0289643,-0.028775303,-0.005061213
ARTNA,07/8/31,-0.015732359,0.031819213,0.018855599
ARTNA,07/9/28,-0.003828531,0.030459509,0.03402053
ARTNA,07/10/31,-0.015326559,0.020682847,0.025875019
ARTNA,07/11/30,-0.018929321,0.01617886,-0.002627202
ARTNA,07/12/31,-0.026565348,0.005549627,-0.027534176
ARTNA,08/1/31,-0.021352296,0.007642935,-0.017772227
ARTNA,08/2/29,0.027450794,-0.004233706,-0.001610736
ARTNA,08/3/31,0.027764835,-0.002615022,0.025624709
ARTNA,08/4/30,0.026018681,0.00522771,0.023416094
ARTNA,08/5/30,0.042338886,0.025743525,0.027398393
ARTNA,08/6/30,0.058574004,0.052731736,0.026429772
ARTNA,08/7/31,0.072653187,0.064517152,0.040160653
ARTNA,08/8/29,0.056108075,0.060598336,0.032314576
ARTNA,08/9/30,0.026042778,0.028732938,0.002243861
ARTNA,08/10/31,0.066049279,0.060505265,0.019559106
ARTNA,08/11/28,0.079600933,0.052505726,0.019559106
ARTNA,08/12/31,0.195334051,0.135459311,0.132917202
ARTNA,09/1/30,0.171769733,0.100752327,0.07963562
ARTNA,09/2/27,0.15847875,0.09228792,0.071333593
ARTNA,09/3/31,0.164233803,0.13171627,-0.001060036
ARTNA,09/4/30,0.160229658,0.094034793,0.013337067
ARTNA,09/5/29,0.224053609,0.162989976,0.085553542
ARTNA,09/6/30,0.194610831,0.052094795,0.053211236
ARTNA,09/7/31,0.212478563,0.101499886,0.087002461
ARTNA,09/8/31,0.224193423,0.120760746,0.03243249
ARTNA,09/9/30,0.222048231,0.079818559,0.025263044
ARTNA,09/10/30,0.198944369,0.095892358,0.008178359
ARTNA,09/11/30,0.217700801,0.047043247,0.01415178
ARTNA,09/12/31,0.087092797,0.033265065,0.007804846
ARTNA,10/1/29,0.111438802,0.009023074,0.000837863
ARTNA,10/2/26,0.10749485,-0.01183651,-0.025625641
ARTNA,10/3/31,0.043045348,-0.03405499,-0.041535657
ARTNA,10/4/30,0.051132124,-0.040843641,-0.04164661
ARTNA,10/5/31,-0.011190862,-0.055617673,-0.03078081
ARTNA,10/6/30,0.007078234,-0.025343769,0.016893574
ARTNA,10/7/30,-0.012839909,-0.021667476,0.020847355
ARTNA,10/8/31,-0.014613811,-0.002810569,0.02885853
ARTNA,10/9/30,0.020236124,0.056205181,0.038658526
ARTNA,10/10/29,0.016244878,0.059519512,0.037882409
ARTNA,10/11/30,-0.006843925,0.051646189,0.022148486
ARTNA,10/12/31,-0.006294134,0.019544978,-0.018402149
ARTNA,11/1/31,-0.007981719,0.013988861,-0.023021441
ARTNA,11/2/28,0.013587528,0.016444315,-0.00558057
ARTNA,11/3/31,0.031964754,-0.02295049,-0.00463361
ARTNA,11/4/29,0.037740149,-0.020555887,0.002523652
ARTNA,11/5/31,0.048884487,-0.002626076,0.002971075
ARTNA,11/6/30,0.033094525,0.013289798,0.018006845
ARTNA,11/7/29,0.026900182,0.012733198,0.010183846
ARTNA,11/8/31,0.034116269,0.017386052,0.014372276
ARTNA,11/9/30,0.037575095,0.061947307,0.043163228
ARTNA,11/10/31,0.017484745,0.038839003,0.028366279
ARTNA,11/11/30,0.044117304,0.046866455,0.03203378
ARTNA,11/12/30,0.062470482,0.048535655,0.00515013
ARTNA,12/1/31,0.062470482,0.049111932,0.020173408
ARTNA,12/2/29,0.048352495,0.030437259,-0.001546966
ARTNA,12/3/30,0.047771471,-0.013348907,-0.018404253
ARTNA,12/4/30,0.018718785,-0.019367985,-0.038759482
ARTNA,12/5/31,0.003045412,-0.041859248,-0.040374741
ARTNA,12/6/29,0.018531333,-0.028615452,-0.010402652
ARTNA,12/7/31,0.008257139,-0.038942263,-0.000190151
ARTNA,12/8/31,-0.004328437,-0.03373878,0.006915159
ARTNA,12/9/28,-0.042584849,-0.02963149,-0.019430971
ARTNA,12/10/31,-0.011234263,0.008294367,0.008486132
ARTNA,12/11/30,-0.041317797,0.000565106,-0.006306442
ARTNA,12/12/31,-0.025620711,0.003082962,0.022960069
ARTNA,13/1/31,-0.024329286,0.015205097,0.006662427
ARTNA,13/2/28,-0.028709122,0.005205278,0.011584778
ARTNA,13/3/29,-0.01360159,0.016519394,-0.006296116
ARTNA,13/4/30,0.022356133,0.013946092,0.007235459
ARTNA,13/5/31,0.015289114,0.014715691,0.003095057
ARTNA,13/6/28,0.010681321,0.007575006,0.013959009
ARTNA,13/7/31,0.029382644,0.013965204,0.006681402
ARTNA,13/8/30,0.021891168,0.016599486,0.01346276
ARTNA,13/9/30,0.028759036,0.012040736,-0.001891865
ARTNA,13/10/31,0.01945245,0.005430621,-0.001242479
ARTNA,13/11/29,0.03578499,0.020763746,0.007204
ARTNA,13/12/31,0.015704495,0.008068371,0.009979115
ARTNA,14/1/31,0.016615719,0.00261401,0.003861286
ARTNA,14/2/28,0.023001584,0.006297562,-0.000899955
ARTNA,14/3/31,0.030315299,0.018057142,0.007998212
ARTNA,14/4/30,0.01328589,0.00781284,0.003936355
ARTNA,14/5/30,0.031705944,0.010719618,0.01163004
ARTNA,14/6/30,0.020651845,0.012482758,0.004448962
ARTNA,14/7/31,0.009628422,0.006996125,0.003047773
ARTNA,14/8/29,0.033080688,0.026615514,0.014813196
ARTNA,14/9/30,0.024423182,0.006253126,0.001796173
ARTNA,14/10/31,0.011861136,0.004016912,0.000966194
ARTNA,14/11/28,-0.006461353,-0.016998751,-0.031347589
ARTNA,14/12/31,-0.01087728,-0.023072035,-0.024823621
ARTNA,15/1/30,-0.032921419,-0.039640216,-0.040567215
ARTNA,15/2/27,-0.032923875,-0.0579958,-0.027510602
ARTNA,15/3/31,-0.019830812,-0.025921845,-0.001126181
ARTNA,15/4/30,-0.035220844,-0.039080772,0.001549293
ARTNA,15/5/29,-0.047512538,-0.031041453,-0.003630734
ARTNA,15/6/30,-0.04116864,-0.018523991,-0.017417425
ARTNA,15/7/31,-0.034956718,0.004876816,0.003322375
ARTNA,15/8/31,-0.062809225,-0.00510977,-0.001484426
ARTNA,15/9/30,-0.046295742,-0.02091608,-0.003560672
ARTNA,15/10/30,-0.046747969,-0.007979024,-0.011263976
ARTNA,15/11/30,-0.015307987,0.016237502,0.017748273
ARTNA,15/12/31,-0.03843897,-0.020290846,-0.016789958
ARTNA,16/1/29,0.032807695,0.027795327,0.039504278
ARTNA,16/2/29,0.048612621,0.05399831,0.035617881
ARTNA,16/3/31,0.045049641,0.067374941,0.085602155
ARTNA,16/4/29,0.07116474,0.079780333,0.038745444
ARTNA,16/5/31,0.060023582,0.043086464,0.007211716
ARTNA,16/6/30,0.069908761,0.09206774,0.005955759
ARTNA,16/7/29,0.075237714,0.046159372,0.007137387
ARTNA,16/8/31,0.068692909,0.013941767,0.006681863
ARTNA,16/9/30,0.07244223,0.004747432,-0.001201174
ARTNA,16/10/31,0.096165925,0.015174931,0.007980584
ARTNA,16/11/30,0.034547811,-0.008185949,-0.014769127
ARTNA,16/12/30,0.066688466,-0.023239652,-0.022064982
ARTNA,17/1/31,0.013161716,-0.031541711,-0.039209381
ARTNA,17/2/28,-0.001941969,-0.015665334,-0.000909642
ARTNA,17/3/31,-0.018930608,-0.023566161,-0.00153505
ARTNA,17/4/28,-0.036407372,-0.050811246,-0.012075331
ARTNA,17/5/31,-0.030409769,-0.022407245,-0.021517176
ARTNA,17/6/30,-0.039364569,-0.016508571,-0.014996541
ARTNA,17/7/31,-0.05551613,-0.024755242,-0.012834896
ARTNA,17/8/31,-0.032627248,-0.017231856,0.004379555
ARTNA,17/9/29,-0.062723991,-0.040102902,-0.025488601
ARTNA,17/10/31,-0.078178218,-0.02883196,-0.016205054
ARTNA,17/11/30,-0.047493768,-0.025661528,-0.02991009
ARTNA,17/12/29,-0.056691301,-0.040857224,-0.015770593
ARTNA,18/1/31,-0.055371523,-0.031393433,-0.015438562
ARTNA,18/2/28,-0.09423773,-0.078356095,-0.049939706
ARTNA,18/3/30,-0.09423773,-0.056396492,-0.041276859
ARTNA,18/4/30,-0.086905227,-0.059797341,-0.045054354
ARTNA,18/5/31,-0.093859589,-0.06999422,-0.021108675
ARTNA,18/6/29,-0.109557061,-0.071626288,-0.031656093
ARTNA,18/7/31,-0.097099633,-0.067835798,-0.023856273
ARTNA,18/8/31,-0.103422459,-0.02719745,-0.006220072
ARTNA,18/9/28,-0.075045242,-0.019763333,0.012281545
ARTNA,18/10/31,-0.105798493,-0.048926848,-0.025683282
ARTNA,18/11/30,-0.094792164,-0.02666429,-0.020572178
ARTNA,18/12/31,-0.084440187,-0.013802523,-0.025767602
AEP,00/12/29,-0.085547552,-0.007869291,-0.00989857
AEP,01/1/31,-0.113149563,-0.015876522,-0.018036486
AEP,01/2/28,-0.092239345,-0.031814301,-0.026156235
AEP,01/3/30,-0.06369562,0.002192322,0.012211771
AEP,01/4/30,-0.037508703,-0.003710197,0.014589431
AEP,01/5/31,-0.038229877,-0.005300153,0.021416251
AEP,01/6/29,-0.001386993,0.006533714,-0.005609555
AEP,01/7/31,0.012982006,0.029324093,0.014522783
AEP,01/8/31,-0.007069319,0.025558095,0.004055001
AEP,01/9/28,-0.013423505,-0.015581666,-0.010028366
AEP,01/10/31,-0.014059344,-0.010387687,-0.024553879
AEP,01/11/30,-0.007453419,-0.00216474,-0.006194622
AEP,01/12/31,0.010358444,0.003799903,0.01396835
AEP,02/1/31,0.039236957,0.00963046,0.035044826
AEP,02/2/28,0.047915453,0.021800186,0.028169306
AEP,02/3/29,0.020409488,0.036560833,0.022281251
AEP,02/4/30,0.03347401,0.044322101,0.008963163
AEP,02/5/31,0.010502287,0.012694507,-0.015050828
AEP,02/6/28,0.021384498,0.017518027,-0.004659407
AEP,02/7/31,0.000818596,-0.008727811,-0.017533816
AEP,02/8/30,-0.020899495,-0.04178868,-0.027146428
AEP,02/9/30,-0.010233425,-0.045143765,-0.040673875
AEP,02/10/31,-0.012236595,-0.054158287,-0.037278099
AEP,02/11/29,-0.030542146,-0.042694665,-0.015982093
AEP,02/12/31,-0.043122122,-0.059596142,-0.019724541
AEP,03/1/31,-0.042078691,-0.033644523,0.003774274
AEP,03/2/28,-0.014346322,0.02863915,0.045345967
AEP,03/3/31,-0.020366913,0.025948254,0.046591797
AEP,03/4/30,-0.015255675,0.04113015,0.037215415
AEP,03/5/30,0.03414925,0.080271061,0.033410082
AEP,03/6/30,0.028166832,0.09332477,0.044652532
AEP,03/7/31,0.05277581,0.089429133,0.050340284
AEP,03/8/29,0.07681403,0.046833605,0.012989542
AEP,03/9/30,0.080597639,0.053267194,0.008246438
AEP,03/10/31,0.082357006,0.039598177,-0.010227263
AEP,03/11/28,0.082677656,0.00222777,-0.010623774
AEP,03/12/31,0.090629786,-0.002464944,-0.010623774
AEP,04/1/30,0.073320191,-0.014786591,-0.004606439
AEP,04/2/27,0.051913765,0.004852883,0.015642842
AEP,04/3/31,0.059343516,0.005769023,0.01656882
AEP,04/4/30,0.047973865,0.008056659,0.0127217
AEP,04/5/31,0.012493924,0.010243334,-0.005316345
AEP,04/6/30,0.012804546,0.015307221,-0.001241036
AEP,04/7/30,-0.009425843,0.005441205,-0.007189038
AEP,04/8/31,0.003300354,-0.001545031,0.003791471
AEP,04/9/30,-0.001084981,-0.006814689,-0.005580579
AEP,04/10/29,0.008374082,0.000314885,0.00755826
AEP,04/11/30,-0.002952078,-0.013061618,-0.016789432
AEP,04/12/31,-0.009896143,-0.024823387,-0.019350796
AEP,05/1/31,-0.011401351,-0.016751408,-0.024127308
AEP,05/2/28,-0.029300402,-0.02779832,-0.011196877
AEP,05/3/31,-0.015553175,-0.008798444,0.010760578
AEP,05/4/29,-0.003182002,-0.003495787,0.021141611
AEP,05/5/31,0.004669207,0.017965483,0.029492585
AEP,05/6/30,0.006459726,0.032079433,0.021091894
AEP,05/7/29,0.023843371,0.041286384,0.019727697
AEP,05/8/31,0.018105465,0.04721632,0.017215991
AEP,05/9/30,0.025670636,0.034775047,0.01340051
AEP,05/10/31,0.026357643,0.029958157,0.01003254
AEP,05/11/30,0.022485617,0.004440361,-0.012559407
AEP,05/12/30,0.023291468,-0.008514815,-0.021625532
AEP,06/1/31,0.029844254,-0.010988456,-0.020812198
AEP,06/2/28,0.031564772,-0.014945859,-0.002416806
AEP,06/3/31,0.008792452,-0.025109414,-0.003560888
AEP,06/4/28,0.004610178,-0.024610688,-0.003879226
AEP,06/5/31,0.015253804,0.01076564,0.013214382
AEP,06/6/30,0.014891189,0.023607013,0.027264989
AEP,06/7/31,0.00267711,0.013817398,0.017765541
AEP,06/8/31,0.007188567,0.022470264,0.009135167
AEP,06/9/29,-0.010106389,0.015389444,-0.011560352
AEP,06/10/31,-0.002803634,0.022357282,0.004511591
AEP,06/11/30,0.005536295,-0.005173647,-0.014179284
AEP,06/12/29,0.009417746,-0.013862026,-0.002328594
AEP,07/1/31,0.001679769,-0.011972204,-0.016409761
AEP,07/2/28,-0.001249742,-0.023198725,-0.00914917
AEP,07/3/30,0.000354602,-0.014806971,-0.012507502
AEP,07/4/30,-0.004316781,-0.026090745,-0.009842497
AEP,07/5/31,-0.026755157,-0.021693746,-0.012660409
AEP,07/6/29,-0.022408671,-0.008666783,0.003889364
AEP,07/7/31,-0.028167782,-0.016391824,-0.00661443
AEP,07/8/31,-0.037278439,-0.014414103,-0.001776182
AEP,07/9/28,-0.032275435,-0.017731006,-0.021536607
AEP,07/10/31,-0.038688645,-0.012935394,-0.006363052
AEP,07/11/30,-0.026616475,-0.00503189,-0.003261501
AEP,07/12/31,-0.031010488,-0.022539046,-0.001024503
AEP,08/1/31,-0.010713512,0.005772942,0.01221371
AEP,08/2/29,-0.035689267,-0.021586311,-0.018384772
AEP,08/3/31,-0.014635307,0.00315158,0.004180366
AEP,08/4/30,-0.012966308,-3.13E-05,-0.012097277
AEP,08/5/30,-0.026706687,-0.021784414,-0.003463315
AEP,08/6/30,-0.021555704,0.001006017,-0.003161135
AEP,08/7/31,-0.024827618,-0.030424919,-0.018552071
AEP,08/8/29,-0.045527357,-0.024469247,-0.021078935
AEP,08/9/30,-0.027640465,-0.030695307,-0.027621487
AEP,08/10/31,-0.046657272,-0.046627413,-0.028606043
AEP,08/11/28,-0.029799402,-0.008193479,0.013162917
AEP,08/12/31,0.013680848,0.012662093,0.04142788
AEP,09/1/30,-0.043939138,-0.013938291,0.015099694
AEP,09/2/27,-0.042544037,-0.01852816,-0.03127935
AEP,09/3/31,-0.050864983,-0.020808397,-0.059760525
AEP,09/4/30,-0.052172175,-0.005815944,-0.020604517
AEP,09/5/29,-0.025336811,-0.017284957,0.014446263
AEP,09/6/30,-0.045925243,-0.057854774,0.002026879
AEP,09/7/31,-0.020334141,-0.006486257,0.01441528
AEP,09/8/31,-0.013132716,0.005497299,-0.008821525
AEP,09/9/30,-0.024307456,-0.003573416,-0.005588967
AEP,09/10/30,-0.025343441,-0.019641732,-0.033573046
AEP,09/11/30,-0.026523334,-0.00940087,-0.000584501
AEP,09/12/31,-0.074442567,-0.017606409,-0.012084984
AEP,10/1/29,-0.045069393,-0.03883503,-0.005444782
AEP,10/2/26,-0.021984741,-0.027331789,-0.026762931
AEP,10/3/31,-0.035723949,-0.032265832,-0.020427716
AEP,10/4/30,-0.020479126,-0.000854172,0.004615741
AEP,10/5/31,-0.02973218,-0.020524255,0.006410233
AEP,10/6/30,-0.036387086,-0.019117264,0.00133778
AEP,10/7/30,-0.049164195,-0.010746506,-0.015291665
AEP,10/8/31,-0.029510278,-0.002239704,-0.008594841
AEP,10/9/30,-0.033782901,-0.00156765,-0.002901549
AEP,10/10/29,-0.009644885,-0.008798229,0.006594274
AEP,10/11/30,-0.031321162,-0.011023149,-0.00244936
AEP,10/12/31,-0.020053839,-0.000954829,0.001952385
AEP,11/1/31,-0.013379314,-0.002661409,-0.009195048
AEP,11/2/28,0.002292396,0.004542273,0.0070088
AEP,11/3/31,-0.000932998,0.000635649,-0.00131417
AEP,11/4/29,-0.011536621,-0.002762699,0.006492044
AEP,11/5/31,-0.014636875,-0.003654004,-0.010588591
AEP,11/6/30,0.000248901,0.00120488,0.002522366
AEP,11/7/29,-0.004544573,-0.001888189,-0.008326179
AEP,11/8/31,-0.006650906,-0.011142567,-0.000559904
AEP,11/9/30,-0.012087256,-0.012714822,-0.015198851
AEP,11/10/31,-0.021630887,-0.018920459,-0.01068323
AEP,11/11/30,0.01630442,0.020031619,0.020603059
AEP,11/12/30,0.01262986,0.011411231,0.027020766
AEP,12/1/31,0.020327283,0.022257499,0.033296443
AEP,12/2/29,-0.003152492,0.008080108,-0.012270149
AEP,12/3/30,0.014974583,0.028046005,0.000998265
AEP,12/4/30,0.015851197,0.035442239,0.002076651
AEP,12/5/31,0.027283756,0.007109718,0.019620615
AEP,12/6/29,0.023519302,0.011971462,0.010962254
AEP,12/7/31,0.023853448,0.0015612,-0.000514382
AEP,12/8/31,0.023607792,0.015403225,-0.004136234
AEP,12/9/28,0.038627977,0.010293287,-0.000661713
AEP,12/10/31,0.05389316,0.017819363,0.01834318
AEP,12/11/30,0.028104927,0.020846993,0.025086993
AEP,12/12/31,0.045293101,0.032927449,0.033611404
AEP,13/1/31,0.046806305,0.045174578,0.02634809
AEP,13/2/28,0.059533227,0.043460569,0.017923919
AEP,13/3/29,0.051326112,0.040614766,0.006775624
AEP,13/4/30,0.049990443,0.031607849,0.005124732
AEP,13/5/31,0.035452429,0.014307175,-0.00355306
AEP,13/6/28,0.043196764,0.009941952,0.003145018
AEP,13/7/31,0.046851807,0.001604736,-0.003502049
AEP,13/8/30,0.044917391,0.001396145,0.004966852
AEP,13/9/30,0.039906395,-0.000680723,-0.003813747
AEP,13/10/31,0.022809792,-0.00852849,-0.005044105
AEP,13/11/29,0.011385214,-0.002880745,-0.007808812
AEP,13/12/31,0.002450979,-0.007417231,-0.00361728
AEP,14/1/31,0.010203488,0.008584975,0.013698175
AEP,14/2/28,0.015459907,0.014044155,0.022024955
AEP,14/3/31,0.028776282,0.029477071,0.033214496
AEP,14/4/30,0.025044346,0.033861624,0.019890979
AEP,14/5/30,0.04198281,0.044993169,0.022473242
AEP,14/6/30,0.043223673,0.051019327,0.017232462
AEP,14/7/31,0.027575952,0.018829328,-0.001040945
AEP,14/8/29,0.03221698,0.017921138,-0.004452052
AEP,14/9/30,0.034956737,0.005322766,-0.01170794
AEP,14/10/31,0.041967058,0.00783996,0.00889016
AEP,14/11/28,0.058431669,0.012859893,0.017389363
AEP,14/12/31,0.03891716,-0.011514694,0.000195535
AEP,15/1/30,0.012084569,-0.006620106,-0.015373593
AEP,15/2/27,0.007020872,-0.01070836,-0.027617473
AEP,15/3/31,-0.01182825,-0.017060208,-0.01725237
AEP,15/4/30,-0.026420541,-0.033993989,-0.018911129
AEP,15/5/29,-0.033329286,-0.045602732,-0.018496074
AEP,15/6/30,-0.037842984,-0.026634984,-0.009547328
AEP,15/7/31,-0.014622317,-0.008055539,0.011064839
AEP,15/8/31,-0.032502924,-0.022030474,-0.003601004
AEP,15/9/30,-0.020564187,-0.003564795,0.006040201
AEP,15/10/30,-0.014110864,0.020582817,0.009413816
AEP,15/11/30,-0.028026778,0.018415763,0.022096337
AEP,15/12/31,-0.022511931,0.004235875,-0.001793493
AEP,16/1/29,0.016791767,0.02504909,0.015489459
AEP,16/2/29,0.018401615,0.041342893,0.018830471
AEP,16/3/31,0.030273166,0.033959018,0.035816748
AEP,16/4/29,0.054357014,0.033093049,0.017335079
AEP,16/5/31,0.057644503,0.038519375,0.019325005
AEP,16/6/30,0.075066422,0.070531783,0.033514649
AEP,16/7/29,0.076211025,0.049911693,0.032021518
AEP,16/8/31,0.09259383,0.049216197,0.029324496
AEP,16/9/30,0.073795082,0.038527701,0.00485049
AEP,16/10/31,0.089248704,0.054356823,0.021642286
AEP,16/11/30,0.047738868,0.008877536,-0.019864446
AEP,16/12/30,0.053758944,-0.015667764,-0.02041921
AEP,17/1/31,0.041539624,-0.00797407,-0.028988968
AEP,17/2/28,0.041016109,-0.007815442,0.012293202
AEP,17/3/31,0.034613004,-0.003769468,0.016996803
AEP,17/4/28,0.023386993,-0.029373196,-0.000395699
AEP,17/5/31,0.02487452,0.015856221,0.00351975
AEP,17/6/30,0.003156296,0.019123685,0.002091336
AEP,17/7/31,-0.00077241,0.007259548,0.007658277
AEP,17/8/31,-0.006254614,0.001573122,-0.0019398
AEP,17/9/29,-0.005444538,-0.001681408,-0.00376487
AEP,17/10/31,-0.02399749,0.005538386,-0.00210378
AEP,17/11/30,0.019819805,0.003901718,0.005852872
AEP,17/12/29,0.023902354,0.004688998,0.008485815
AEP,18/1/31,0.016742431,0.009414538,0.011542601
AEP,18/2/28,0.00695423,0.005372656,-0.000477422
AEP,18/3/30,0.007404332,0.009101043,0.00061005
AEP,18/4/30,0.003217496,-0.002308107,-0.013692659
AEP,18/5/31,-0.005449616,-0.009314989,-0.008841789
AEP,18/6/29,-0.004880895,-0.009525229,-0.0101291
AEP,18/7/31,0.003957778,-0.005405866,0.008401837
AEP,18/8/31,0.004474425,-0.000893431,0.008019263
AEP,18/9/28,0.024257605,0.015019866,0.025406309
AEP,18/10/31,0.008097747,0.010429928,0.002011194
AEP,18/11/30,0.01982819,0.0294172,0.021227707
AEP,18/12/31,0.021074362,0.030893863,0.00535159
MTH,00/12/29,-0.042163394,0.004367207,-0.050959923
MTH,01/1/31,-0.075071329,-0.010933568,-0.114493316
MTH,01/2/28,-0.088945519,-0.038149048,-0.012130274
MTH,01/3/30,0.012654324,-0.063076422,-0.01276711
MTH,01/4/30,0.008564889,-0.106161623,0.009408955
MTH,01/5/31,0.002119562,0.035359031,0.048072437
MTH,01/6/29,0.036270437,0.031764508,0.04510751
MTH,01/7/31,0.031973525,0.043381407,0.033655786
MTH,01/8/31,0.052323721,0.094061111,0.04387929
MTH,01/9/28,0.089947554,0.163325996,0.1131161
MTH,01/10/31,0.047803888,0.17225207,0.134083596
MTH,01/11/30,0.246650536,0.20407559,0.153462476
MTH,01/12/31,0.219330945,0.181791907,0.061696895
MTH,02/1/31,0.25646052,0.204219772,0.061843921
MTH,02/2/28,0.319456745,0.206017407,0.045562758
MTH,02/3/29,0.296416609,0.114405259,0.049645398
MTH,02/4/30,0.278956775,0.091025392,0.027481883
MTH,02/5/31,0.242889362,0.032235329,-0.012746657
MTH,02/6/28,0.283999346,0.08648514,0.035097322
MTH,02/7/31,0.261332199,0.047426913,0.019411563
MTH,02/8/30,0.239031143,0.027374178,0.040638844
MTH,02/9/30,0.13462556,0.018144477,-0.01637802
MTH,02/10/31,0.116608861,0.023449013,0.003960569
MTH,02/11/29,0.034422639,0.002119004,-0.037015571
MTH,02/12/31,0.034766182,-0.047602085,-0.031743969
MTH,03/1/31,0.029063619,-0.017531814,-0.021407597
MTH,03/2/28,-0.001991685,-0.028583415,0.008756274
MTH,03/3/31,-0.006741287,-0.024442272,0.00754108
MTH,03/4/30,-0.002684572,-0.025534819,-0.004217508
MTH,03/5/30,0.028865927,0.026690367,0.01777842
MTH,03/6/30,-0.036457136,0.011701987,0.004129764
MTH,03/7/31,-0.015501189,0.002066861,0.006310986
MTH,03/8/29,-0.021415024,0.007379317,-0.010217453
MTH,03/9/30,-0.007516574,0.017349766,0.013165631
MTH,03/10/31,-0.008714055,0.017261534,0.010881873
MTH,03/11/28,0.031923651,0.005097237,0.015472782
MTH,03/12/31,0.001208479,-0.010372134,-0.023231902
MTH,04/1/30,-0.007268045,-0.009315651,-0.019980103
MTH,04/2/27,7.02E-05,-0.007255569,-0.022382039
MTH,04/3/31,-0.001890715,-0.018912356,0.004422284
MTH,04/4/30,0.00961583,-0.007515967,0.012718248
MTH,04/5/31,-0.015324693,-0.020318363,0.002110923
MTH,04/6/30,0.013382142,0.02400324,0.019494745
MTH,04/7/30,0.019423022,0.02900891,0.016086076
MTH,04/8/31,0.026085303,0.033584547,0.031407326
MTH,04/9/30,0.041088404,0.061157389,0.040865973
MTH,04/10/29,0.046739128,0.054665963,0.037969113
MTH,04/11/30,0.031692592,0.05308965,0.021022076
MTH,04/12/31,0.06619415,0.04120193,0.000322766
MTH,05/1/31,0.077970703,0.047581505,0.009260768
MTH,05/2/28,0.025673442,-0.007654048,-0.028085704
MTH,05/3/31,0.042640929,-0.017449306,-0.017766338
MTH,05/4/29,0.034116059,-0.019484751,-0.028481757
MTH,05/5/31,0.034400509,-0.017746961,0.010637505
MTH,05/6/30,0.023631637,-0.01687501,0.00090745
MTH,05/7/29,-0.007179975,-0.052274195,-0.024489956
MTH,05/8/31,0.016547599,0.024388316,0.013606077
MTH,05/9/30,0.026116371,0.044339369,0.043392542
MTH,05/10/31,0.04526978,0.06604133,0.092804053
MTH,05/11/30,0.065264487,0.084511267,0.069953399
MTH,05/12/30,0.048064293,0.066053964,0.02171898
MTH,06/1/31,0.030851382,0.087710577,-0.004660923
