ticker,date,price
002022.SZ,2014-11-10,24.77
002022.SZ,2014-11-11,23.48
002022.SZ,2014-11-12,23.87
002022.SZ,2014-11-13,22.69
002022.SZ,2014-11-14,23.21
002022.SZ,2014-11-17,23.8
002022.SZ,2014-11-18,24.16
002022.SZ,2014-11-19,23.95
002022.SZ,2014-11-20,23.75
002022.SZ,2014-11-21,24.24
002022.SZ,2014-11-24,23.98
002022.SZ,2014-11-25,23.98
002022.SZ,2014-11-26,23.73
002022.SZ,2014-11-27,23.43
002022.SZ,2014-11-28,22.88
002022.SZ,2014-12-01,23.45
002022.SZ,2014-12-02,23.23
002022.SZ,2014-12-03,23.77
002022.SZ,2014-12-04,24.57
002022.SZ,2014-12-05,24.12
002022.SZ,2014-12-08,24.25
002022.SZ,2014-12-09,22.75
002022.SZ,2014-12-10,23.12
002022.SZ,2014-12-11,23.23
002022.SZ,2014-12-12,23.04
002022.SZ,2014-12-15,24.55
002022.SZ,2014-12-16,24.85
002022.SZ,2014-12-17,24.97
002022.SZ,2014-12-18,24.9
002022.SZ,2014-12-19,24.35
002022.SZ,2014-12-22,22.6
002022.SZ,2014-12-23,21.31
002022.SZ,2014-12-24,21.44
002022.SZ,2014-12-25,21.79
002022.SZ,2014-12-26,21.77
002022.SZ,2014-12-29,21.29
002022.SZ,2014-12-30,20.8
002022.SZ,2014-12-31,21.2
002022.SZ,2015-01-01,21.2
002022.SZ,2015-01-02,21.2
002022.SZ,2015-01-05,21.03
002022.SZ,2015-01-06,21.96
002022.SZ,2015-01-07,21.65
002022.SZ,2015-01-08,21.51
002022.SZ,2015-01-09,21.91
002022.SZ,2015-01-12,21.52
002022.SZ,2015-01-13,22.87
002022.SZ,2015-01-14,22.86
002022.SZ,2015-01-15,22.84
002022.SZ,2015-01-16,22.88
002022.SZ,2015-01-19,22.7
002022.SZ,2015-01-20,23.39
002022.SZ,2015-01-21,23.73
002022.SZ,2015-01-22,24.11
002022.SZ,2015-01-23,23.52
002022.SZ,2015-01-26,23.72
002022.SZ,2015-01-27,24.32
002022.SZ,2015-01-28,24.24
002022.SZ,2015-01-29,23.86
002022.SZ,2015-01-30,24.27
002022.SZ,2015-02-02,23.98
002022.SZ,2015-02-03,23.8
002022.SZ,2015-02-04,24.0
002022.SZ,2015-02-05,25.15
002022.SZ,2015-02-06,25.13
002022.SZ,2015-02-09,25.81
002022.SZ,2015-02-10,25.9
002022.SZ,2015-02-11,25.47
002022.SZ,2015-02-12,26.24
002022.SZ,2015-02-13,27.12
002022.SZ,2015-02-16,26.96
002022.SZ,2015-02-17,26.5
002022.SZ,2015-02-18,26.5
002022.SZ,2015-02-19,26.5
002022.SZ,2015-02-20,26.5
002022.SZ,2015-02-23,26.5
002022.SZ,2015-02-24,26.5
002022.SZ,2015-02-25,26.75
002022.SZ,2015-02-26,26.5
002022.SZ,2015-02-27,26.5
002022.SZ,2015-03-02,26.54
002022.SZ,2015-03-03,26.72
002022.SZ,2015-03-04,29.39
002022.SZ,2015-03-05,31.03
002022.SZ,2015-03-06,29.53
002022.SZ,2015-03-09,29.84
002022.SZ,2015-03-10,30.93
002022.SZ,2015-03-11,30.14
002022.SZ,2015-03-12,29.06
002022.SZ,2015-03-13,29.55
002022.SZ,2015-03-16,30.86
002022.SZ,2015-03-17,30.43
002022.SZ,2015-03-18,31.15
002022.SZ,2015-03-19,30.16
002022.SZ,2015-03-20,29.75
002022.SZ,2015-03-23,30.62
002022.SZ,2015-03-24,30.33
002022.SZ,2015-03-25,32.31
002022.SZ,2015-03-26,31.61
002022.SZ,2015-03-27,32.0
002022.SZ,2015-03-30,32.08
002022.SZ,2015-03-31,31.76
002022.SZ,2015-04-01,32.06
002022.SZ,2015-04-02,33.04
002022.SZ,2015-04-03,34.24
002022.SZ,2015-04-06,34.24
002022.SZ,2015-04-07,34.0
002022.SZ,2015-04-08,32.98
002022.SZ,2015-04-09,31.9
002022.SZ,2015-04-10,33.66
002022.SZ,2015-04-13,37.03
002022.SZ,2015-04-14,37.38
002022.SZ,2015-04-15,35.28
002022.SZ,2015-04-16,37.6
002022.SZ,2015-04-17,36.55
002022.SZ,2015-04-20,34.79
002022.SZ,2015-04-21,36.06
002022.SZ,2015-04-22,36.5
002022.SZ,2015-04-23,36.86
002022.SZ,2015-04-24,38.48
002022.SZ,2015-04-27,38.5
002022.SZ,2015-04-28,36.1
002022.SZ,2015-04-29,37.9
002022.SZ,2015-04-30,38.0
002022.SZ,2015-05-01,38.0
002022.SZ,2015-05-04,38.2
002022.SZ,2015-05-05,37.16
002022.SZ,2015-05-06,38.0
002022.SZ,2015-05-07,36.5
002022.SZ,2015-05-08,37.6
002022.SZ,2015-05-11,38.95
002022.SZ,2015-05-12,41.25
002022.SZ,2015-05-13,40.5
002022.SZ,2015-05-14,43.05
002022.SZ,2015-05-15,42.24
002022.SZ,2015-05-18,43.26
002022.SZ,2015-05-19,42.77
002022.SZ,2015-05-20,42.97
002022.SZ,2015-05-21,43.43
002022.SZ,2015-05-22,43.4
002022.SZ,2015-05-25,43.24
002022.SZ,2015-05-26,44.21
002022.SZ,2015-05-27,43.21
002022.SZ,2015-05-28,46.22
002022.SZ,2015-05-29,44.7
002022.SZ,2015-06-01,49.17
002022.SZ,2015-06-02,50.93
002022.SZ,2015-06-03,50.93
002022.SZ,2015-06-04,50.93
002022.SZ,2015-06-05,50.93
002022.SZ,2015-06-08,53.25
002022.SZ,2015-06-09,50.99
002022.SZ,2015-06-10,53.05
002022.SZ,2015-06-11,55.0
002022.SZ,2015-06-12,60.5
002022.SZ,2015-06-15,58.85
002022.SZ,2015-06-16,54.83
002022.SZ,2015-06-17,55.8
002022.SZ,2015-06-18,50.33
002022.SZ,2015-06-19,47.6
002022.SZ,2015-06-22,47.6
002022.SZ,2015-06-23,48.1
002022.SZ,2015-06-24,48.54
002022.SZ,2015-06-25,49.28
002022.SZ,2015-06-26,44.35
002022.SZ,2015-06-29,39.92
002022.SZ,2015-06-30,42.66
002022.SZ,2015-07-01,38.39
002022.SZ,2015-07-02,34.55
002022.SZ,2015-07-03,31.1
002022.SZ,2015-07-06,28.39
002022.SZ,2015-07-07,28.39
002022.SZ,2015-07-08,28.39
002022.SZ,2015-07-09,28.39
002022.SZ,2015-07-10,28.39
002022.SZ,2015-07-13,28.39
002022.SZ,2015-07-14,31.01
002022.SZ,2015-07-15,31.07
002022.SZ,2015-07-16,31.09
002022.SZ,2015-07-17,34.2
002022.SZ,2015-07-20,36.77
002022.SZ,2015-07-21,36.7
002022.SZ,2015-07-22,37.0
002022.SZ,2015-07-23,37.96
002022.SZ,2015-07-24,38.8
002022.SZ,2015-07-27,34.92
002022.SZ,2015-07-28,32.21
002022.SZ,2015-07-29,33.4
002022.SZ,2015-07-30,30.66
002022.SZ,2015-07-31,30.1
002022.SZ,2015-08-03,28.48
002022.SZ,2015-08-04,31.05
002022.SZ,2015-08-05,30.89
002022.SZ,2015-08-06,30.56
002022.SZ,2015-08-07,32.18
002022.SZ,2015-08-10,33.91
002022.SZ,2015-08-11,33.7
002022.SZ,2015-08-12,31.72
002022.SZ,2015-08-13,32.3
002022.SZ,2015-08-14,33.25
002022.SZ,2015-08-17,32.9
002022.SZ,2015-08-18,29.61
002022.SZ,2015-08-19,30.5
002022.SZ,2015-08-20,28.82
002022.SZ,2015-08-21,29.1
002022.SZ,2015-08-24,26.19
002022.SZ,2015-08-25,23.57
002022.SZ,2015-08-26,21.21
002022.SZ,2015-08-27,21.5
002022.SZ,2015-08-28,23.45
002022.SZ,2015-08-31,21.28
002022.SZ,2015-09-01,19.15
002022.SZ,2015-09-02,18.84
002022.SZ,2015-09-03,18.84
002022.SZ,2015-09-04,18.84
002022.SZ,2015-09-07,19.35
002022.SZ,2015-09-08,21.02
002022.SZ,2015-09-09,23.12
002022.SZ,2015-09-10,22.19
002022.SZ,2015-09-11,22.49
002022.SZ,2015-09-14,20.24
002022.SZ,2015-09-15,18.22
002022.SZ,2015-09-16,20.04
002022.SZ,2015-09-17,19.88
002022.SZ,2015-09-18,20.39
002022.SZ,2015-09-21,22.35
002022.SZ,2015-09-22,22.96
002022.SZ,2015-09-23,22.73
002022.SZ,2015-09-24,22.73
002022.SZ,2015-09-25,21.4
002022.SZ,2015-09-28,22.24
002022.SZ,2015-09-29,21.42
002022.SZ,2015-09-30,21.63
002022.SZ,2015-10-01,21.63
002022.SZ,2015-10-02,21.63
002022.SZ,2015-10-05,21.63
002022.SZ,2015-10-06,21.63
002022.SZ,2015-10-07,21.63
002022.SZ,2015-10-08,23.79
002022.SZ,2015-10-09,23.66
002022.SZ,2015-10-12,24.61
002022.SZ,2015-10-13,25.0
002022.SZ,2015-10-14,24.97
002022.SZ,2015-10-15,25.72
002022.SZ,2015-10-16,25.63
002022.SZ,2015-10-19,25.71
002022.SZ,2015-10-20,26.35
002022.SZ,2015-10-21,23.72
002022.SZ,2015-10-22,25.38
002022.SZ,2015-10-23,27.78
002022.SZ,2015-10-26,27.02
002022.SZ,2015-10-27,27.62
002022.SZ,2015-10-28,25.95
002022.SZ,2015-10-29,25.88
002022.SZ,2015-10-30,25.57
002022.SZ,2015-11-02,25.0
002022.SZ,2015-11-03,25.1
002022.SZ,2015-11-04,27.15
002022.SZ,2015-11-05,27.36
002022.SZ,2015-11-06,28.69
002022.SZ,2015-11-09,29.21
002022.SZ,2015-11-10,29.39
002022.SZ,2015-11-11,29.98
002022.SZ,2015-11-12,30.63
002022.SZ,2015-11-13,29.25
002022.SZ,2015-11-16,29.75
002022.SZ,2015-11-17,28.84
002022.SZ,2015-11-18,27.96
002022.SZ,2015-11-19,29.23
002022.SZ,2015-11-20,29.34
002022.SZ,2015-11-23,29.57
002022.SZ,2015-11-24,31.36
002022.SZ,2015-11-25,31.65
002022.SZ,2015-11-26,30.5
002022.SZ,2015-11-27,28.23
002022.SZ,2015-11-30,27.99
002022.SZ,2015-12-01,28.2
002022.SZ,2015-12-02,27.99
002022.SZ,2015-12-03,29.2
002022.SZ,2015-12-04,28.99
002022.SZ,2015-12-07,29.99
002022.SZ,2015-12-08,29.05
002022.SZ,2015-12-09,28.39
002022.SZ,2015-12-10,28.34
002022.SZ,2015-12-11,27.72
002022.SZ,2015-12-14,28.32
002022.SZ,2015-12-15,28.62
002022.SZ,2015-12-16,28.24
002022.SZ,2015-12-17,29.41
002022.SZ,2015-12-18,30.48
002022.SZ,2015-12-21,30.29
002022.SZ,2015-12-22,32.51
002022.SZ,2015-12-23,31.18
002022.SZ,2015-12-24,31.25
002022.SZ,2015-12-25,30.95
002022.SZ,2015-12-28,29.71
002022.SZ,2015-12-29,30.0
002022.SZ,2015-12-30,30.36
002022.SZ,2015-12-31,29.1
002022.SZ,2016-01-01,29.1
002022.SZ,2016-01-04,26.19
002022.SZ,2016-01-05,24.94
002022.SZ,2016-01-06,25.34
002022.SZ,2016-01-07,22.81
002022.SZ,2016-01-08,22.69
002022.SZ,2016-01-11,20.42
002022.SZ,2016-01-12,20.66
002022.SZ,2016-01-13,19.5
002022.SZ,2016-01-14,20.69
002022.SZ,2016-01-15,19.95
002022.SZ,2016-01-18,20.57
002022.SZ,2016-01-19,21.38
002022.SZ,2016-01-20,21.16
002022.SZ,2016-01-21,20.72
002022.SZ,2016-01-22,20.83
002022.SZ,2016-01-25,21.05
002022.SZ,2016-01-26,19.4
002022.SZ,2016-01-27,18.88
002022.SZ,2016-01-28,18.26
002022.SZ,2016-01-29,19.08
002022.SZ,2016-02-01,18.97
002022.SZ,2016-02-02,19.76
002022.SZ,2016-02-03,19.71
002022.SZ,2016-02-04,20.05
002022.SZ,2016-02-05,19.92
002022.SZ,2016-02-08,19.92
002022.SZ,2016-02-09,19.92
002022.SZ,2016-02-10,19.92
002022.SZ,2016-02-11,19.92
002022.SZ,2016-02-12,19.92
002022.SZ,2016-02-15,19.79
002022.SZ,2016-02-16,21.01
002022.SZ,2016-02-17,21.39
002022.SZ,2016-02-18,21.0
002022.SZ,2016-02-19,21.4
002022.SZ,2016-02-22,21.68
002022.SZ,2016-02-23,21.29
002022.SZ,2016-02-24,21.27
002022.SZ,2016-02-25,19.14
002022.SZ,2016-02-26,18.84
002022.SZ,2016-02-29,16.96
002022.SZ,2016-03-01,17.3
002022.SZ,2016-03-02,18.54
002022.SZ,2016-03-03,18.4
002022.SZ,2016-03-04,17.6
002022.SZ,2016-03-07,18.2
002022.SZ,2016-03-08,18.86
002022.SZ,2016-03-09,18.44
002022.SZ,2016-03-10,17.9
002022.SZ,2016-03-11,17.74
002022.SZ,2016-03-14,18.52
002022.SZ,2016-03-15,18.37
002022.SZ,2016-03-16,18.04
002022.SZ,2016-03-17,18.81
002022.SZ,2016-03-18,19.86
002022.SZ,2016-03-21,20.43
002022.SZ,2016-03-22,20.36
002022.SZ,2016-03-23,20.35
002022.SZ,2016-03-24,19.73
002022.SZ,2016-03-25,19.94
002022.SZ,2016-03-28,19.65
002022.SZ,2016-03-29,19.03
002022.SZ,2016-03-30,19.77
002022.SZ,2016-03-31,19.89
002022.SZ,2016-04-01,19.38
002022.SZ,2016-04-04,19.38
002022.SZ,2016-04-05,20.44
002022.SZ,2016-04-06,20.55
002022.SZ,2016-04-07,20.32
002022.SZ,2016-04-08,20.06
002022.SZ,2016-04-11,21.42
002022.SZ,2016-04-12,21.6
002022.SZ,2016-04-13,22.0
002022.SZ,2016-04-14,21.89
002022.SZ,2016-04-15,21.87
002022.SZ,2016-04-18,21.05
002022.SZ,2016-04-19,21.07
002022.SZ,2016-04-20,19.33
002022.SZ,2016-04-21,19.16
002022.SZ,2016-04-22,19.46
002022.SZ,2016-04-25,19.25
002022.SZ,2016-04-26,19.63
002022.SZ,2016-04-27,19.45
002022.SZ,2016-04-28,20.01
002022.SZ,2016-04-29,19.81
002022.SZ,2016-05-02,19.81
002022.SZ,2016-05-03,20.32
002022.SZ,2016-05-04,20.31
002022.SZ,2016-05-05,20.3
002022.SZ,2016-05-06,19.2
002022.SZ,2016-05-09,18.2
002022.SZ,2016-05-10,18.24
002022.SZ,2016-05-11,18.22
002022.SZ,2016-05-12,18.24
002022.SZ,2016-05-13,18.1
002022.SZ,2016-05-16,18.38
002022.SZ,2016-05-17,18.74
002022.SZ,2016-05-18,18.12
002022.SZ,2016-05-19,18.33
002022.SZ,2016-05-20,18.5
002022.SZ,2016-05-23,18.68
002022.SZ,2016-05-24,18.36
002022.SZ,2016-05-25,18.21
002022.SZ,2016-05-26,18.35
002022.SZ,2016-05-27,18.2
002022.SZ,2016-05-30,18.1
002022.SZ,2016-05-31,19.08
002022.SZ,2016-06-01,19.48
002022.SZ,2016-06-02,19.57
002022.SZ,2016-06-03,19.89
002022.SZ,2016-06-06,20.17
002022.SZ,2016-06-07,20.07
002022.SZ,2016-06-08,19.92
002022.SZ,2016-06-09,19.92
002022.SZ,2016-06-10,19.92
002022.SZ,2016-06-13,18.99
002022.SZ,2016-06-14,19.03
002022.SZ,2016-06-15,19.87
002022.SZ,2016-06-16,20.7
002022.SZ,2016-06-17,20.99
002022.SZ,2016-06-20,21.18
002022.SZ,2016-06-21,20.4
002022.SZ,2016-06-22,20.99
002022.SZ,2016-06-23,20.67
002022.SZ,2016-06-24,20.16
002022.SZ,2016-06-27,21.05
002022.SZ,2016-06-28,21.73
002022.SZ,2016-06-29,21.34
002022.SZ,2016-06-30,21.31
002022.SZ,2016-07-01,21.05
002022.SZ,2016-07-04,21.54
002022.SZ,2016-07-05,21.46
002022.SZ,2016-07-06,21.55
002022.SZ,2016-07-07,21.48
002022.SZ,2016-07-08,21.19
002022.SZ,2016-07-11,20.95
002022.SZ,2016-07-12,21.43
002022.SZ,2016-07-13,21.78
002022.SZ,2016-07-14,21.67
002022.SZ,2016-07-15,21.58
002022.SZ,2016-07-18,21.34
002022.SZ,2016-07-19,21.75
002022.SZ,2016-07-20,21.43
002022.SZ,2016-07-21,21.16
002022.SZ,2016-07-22,21.12
002022.SZ,2016-07-25,21.16
002022.SZ,2016-07-26,21.44
002022.SZ,2016-07-27,20.0
002022.SZ,2016-07-28,20.01
002022.SZ,2016-07-29,20.0
002022.SZ,2016-08-01,19.5
002022.SZ,2016-08-02,19.7
002022.SZ,2016-08-03,19.67
002022.SZ,2016-08-04,19.75
002022.SZ,2016-08-05,19.56
002022.SZ,2016-08-08,19.8
002022.SZ,2016-08-09,19.97
002022.SZ,2016-08-10,19.95
002022.SZ,2016-08-11,19.63
002022.SZ,2016-08-12,19.86
002022.SZ,2016-08-15,20.43
002022.SZ,2016-08-16,20.44
002022.SZ,2016-08-17,20.48
002022.SZ,2016-08-18,20.32
002022.SZ,2016-08-19,20.35
002022.SZ,2016-08-22,20.11
002022.SZ,2016-08-23,20.91
002022.SZ,2016-08-24,20.85
002022.SZ,2016-08-25,20.93
002022.SZ,2016-08-26,23.02
002022.SZ,2016-08-29,22.68
002022.SZ,2016-08-30,22.43
002022.SZ,2016-08-31,22.79
002022.SZ,2016-09-01,22.74
002022.SZ,2016-09-02,22.93
002022.SZ,2016-09-05,23.56
002022.SZ,2016-09-06,23.34
002022.SZ,2016-09-07,24.36
002022.SZ,2016-09-08,24.33
002022.SZ,2016-09-09,23.3
002022.SZ,2016-09-12,22.53
002022.SZ,2016-09-13,22.56
002022.SZ,2016-09-14,22.3
002022.SZ,2016-09-15,22.3
002022.SZ,2016-09-16,22.3
002022.SZ,2016-09-19,22.8
002022.SZ,2016-09-20,22.67
002022.SZ,2016-09-21,22.54
002022.SZ,2016-09-22,23.42
002022.SZ,2016-09-23,23.19
002022.SZ,2016-09-26,22.51
002022.SZ,2016-09-27,22.78
002022.SZ,2016-09-28,23.22
002022.SZ,2016-09-29,23.16
002022.SZ,2016-09-30,23.53
002022.SZ,2016-10-03,23.53
002022.SZ,2016-10-04,23.53
002022.SZ,2016-10-05,23.53
002022.SZ,2016-10-06,23.53
002022.SZ,2016-10-07,23.53
002022.SZ,2016-10-10,24.02
002022.SZ,2016-10-11,23.8
002022.SZ,2016-10-12,23.59
002022.SZ,2016-10-13,23.35
002022.SZ,2016-10-14,23.49
002022.SZ,2016-10-17,22.58
002022.SZ,2016-10-18,22.87
002022.SZ,2016-10-19,22.64
002022.SZ,2016-10-20,22.6
002022.SZ,2016-10-21,22.78
002022.SZ,2016-10-24,22.87
002022.SZ,2016-10-25,22.8
002022.SZ,2016-10-26,23.03
002022.SZ,2016-10-27,22.61
002022.SZ,2016-10-28,22.04
002022.SZ,2016-10-31,21.65
002022.SZ,2016-11-01,21.92
002022.SZ,2016-11-02,21.66
002022.SZ,2016-11-03,21.91
002022.SZ,2016-11-04,21.82
002022.SZ,2016-11-07,21.9
002022.SZ,2016-11-08,22.11
002022.SZ,2016-11-09,21.65
002022.SZ,2016-11-10,22.06
002022.SZ,2016-11-11,22.2
002022.SZ,2016-11-14,22.3
002022.SZ,2016-11-15,22.46
002022.SZ,2016-11-16,22.52
002022.SZ,2016-11-17,22.55
002022.SZ,2016-11-18,22.39
002022.SZ,2016-11-21,22.99
002022.SZ,2016-11-22,23.04
002022.SZ,2016-11-23,22.86
002022.SZ,2016-11-24,22.45
002022.SZ,2016-11-25,23.2
002022.SZ,2016-11-28,23.03
002022.SZ,2016-11-29,22.79
002022.SZ,2016-11-30,22.86
002022.SZ,2016-12-01,23.3
002022.SZ,2016-12-02,22.6
002022.SZ,2016-12-05,22.57
002022.SZ,2016-12-06,22.28
002022.SZ,2016-12-07,22.44
002022.SZ,2016-12-08,22.32
002022.SZ,2016-12-09,21.62
002022.SZ,2016-12-12,20.33
002022.SZ,2016-12-13,20.33
002022.SZ,2016-12-14,20.39
002022.SZ,2016-12-15,20.29
002022.SZ,2016-12-16,20.56
002022.SZ,2016-12-19,20.46
002022.SZ,2016-12-20,20.61
002022.SZ,2016-12-21,20.63
002022.SZ,2016-12-22,20.53
002022.SZ,2016-12-23,20.02
002022.SZ,2016-12-26,20.25
002022.SZ,2016-12-27,20.25
002022.SZ,2016-12-28,20.09
002022.SZ,2016-12-29,19.92
002022.SZ,2016-12-30,20.0
002022.SZ,2017-01-02,20.0
002022.SZ,2017-01-03,20.2
002022.SZ,2017-01-04,20.43
002022.SZ,2017-01-05,20.31
002022.SZ,2017-01-06,20.2
002022.SZ,2017-01-09,20.35
002022.SZ,2017-01-10,20.25
002022.SZ,2017-01-11,20.08
002022.SZ,2017-01-12,19.83
002022.SZ,2017-01-13,19.4
002022.SZ,2017-01-16,18.75
002022.SZ,2017-01-17,19.2
002022.SZ,2017-01-18,19.09
002022.SZ,2017-01-19,19.35
002022.SZ,2017-01-20,19.54
002022.SZ,2017-01-23,19.49
002022.SZ,2017-01-24,19.53
002022.SZ,2017-01-25,19.72
002022.SZ,2017-01-26,19.8
002022.SZ,2017-01-27,19.8
002022.SZ,2017-01-30,19.8
002022.SZ,2017-01-31,19.8
002022.SZ,2017-02-01,19.8
002022.SZ,2017-02-02,19.8
002022.SZ,2017-02-03,19.78
002022.SZ,2017-02-06,19.78
002022.SZ,2017-02-07,19.7
002022.SZ,2017-02-08,20.09
002022.SZ,2017-02-09,20.29
002022.SZ,2017-02-10,20.18
002022.SZ,2017-02-13,20.36
002022.SZ,2017-02-14,20.19
002022.SZ,2017-02-15,20.04
002022.SZ,2017-02-16,20.1
002022.SZ,2017-02-17,19.84
002022.SZ,2017-02-20,20.02
002022.SZ,2017-02-21,20.2
002022.SZ,2017-02-22,20.15
002022.SZ,2017-02-23,20.43
002022.SZ,2017-02-24,20.71
002022.SZ,2017-02-27,20.4
002022.SZ,2017-02-28,20.45
002022.SZ,2017-03-01,20.57
002022.SZ,2017-03-02,20.36
002022.SZ,2017-03-03,20.37
002022.SZ,2017-03-06,20.69
002022.SZ,2017-03-07,20.88
002022.SZ,2017-03-08,20.9
002022.SZ,2017-03-09,20.53
002022.SZ,2017-03-10,20.44
002022.SZ,2017-03-13,20.75
002022.SZ,2017-03-14,20.57
002022.SZ,2017-03-15,20.57
002022.SZ,2017-03-16,20.87
002022.SZ,2017-03-17,20.46
002022.SZ,2017-03-20,20.46
002022.SZ,2017-03-21,20.47
002022.SZ,2017-03-22,20.93
002022.SZ,2017-03-23,20.79
002022.SZ,2017-03-24,20.96
002022.SZ,2017-03-27,20.78
002022.SZ,2017-03-28,20.73
002022.SZ,2017-03-29,20.78
002022.SZ,2017-03-30,19.98
002022.SZ,2017-03-31,19.99
002022.SZ,2017-04-03,19.99
002022.SZ,2017-04-04,19.99
002022.SZ,2017-04-05,20.32
002022.SZ,2017-04-06,20.3
002022.SZ,2017-04-07,20.41
002022.SZ,2017-04-10,20.58
002022.SZ,2017-04-11,20.38
002022.SZ,2017-04-12,20.24
002022.SZ,2017-04-13,20.29
002022.SZ,2017-04-14,20.0
002022.SZ,2017-04-17,19.91
002022.SZ,2017-04-18,19.93
002022.SZ,2017-04-19,19.6
002022.SZ,2017-04-20,19.56
002022.SZ,2017-04-21,19.4
002022.SZ,2017-04-24,19.35
002022.SZ,2017-04-25,19.32
002022.SZ,2017-04-26,19.45
002022.SZ,2017-04-27,19.45
002022.SZ,2017-04-28,18.49
002022.SZ,2017-05-01,18.49
002022.SZ,2017-05-02,18.32
002022.SZ,2017-05-03,18.29
002022.SZ,2017-05-04,18.29
002022.SZ,2017-05-05,17.94
002022.SZ,2017-05-08,17.75
002022.SZ,2017-05-09,17.98
002022.SZ,2017-05-10,17.57
002022.SZ,2017-05-11,17.48
002022.SZ,2017-05-12,17.5
002022.SZ,2017-05-15,17.63
002022.SZ,2017-05-16,18.11
002022.SZ,2017-05-17,18.21
002022.SZ,2017-05-18,18.05
002022.SZ,2017-05-19,17.8
002022.SZ,2017-05-22,17.8
002022.SZ,2017-05-23,17.7
002022.SZ,2017-05-24,17.72
002022.SZ,2017-05-25,17.84
002022.SZ,2017-05-26,17.88
002022.SZ,2017-05-29,17.88
002022.SZ,2017-05-30,17.88
002022.SZ,2017-05-31,17.85
002022.SZ,2017-06-01,17.7
002022.SZ,2017-06-02,17.69
002022.SZ,2017-06-05,17.7
002022.SZ,2017-06-06,17.75
002022.SZ,2017-06-07,18.02
002022.SZ,2017-06-08,17.9
002022.SZ,2017-06-09,17.87
002022.SZ,2017-06-12,17.41
002022.SZ,2017-06-13,17.55
002022.SZ,2017-06-14,17.28
002022.SZ,2017-06-15,17.56
002022.SZ,2017-06-16,17.42
002022.SZ,2017-06-19,17.47
002022.SZ,2017-06-20,17.49
002022.SZ,2017-06-21,17.41
002022.SZ,2017-06-22,17.08
002022.SZ,2017-06-23,17.32
002022.SZ,2017-06-26,17.42
002022.SZ,2017-06-27,17.49
002022.SZ,2017-06-28,17.12
002022.SZ,2017-06-29,17.26
002022.SZ,2017-06-30,17.37
002022.SZ,2017-07-03,17.47
002022.SZ,2017-07-04,17.35
002022.SZ,2017-07-05,17.48
002022.SZ,2017-07-06,17.37
002022.SZ,2017-07-07,17.45
002022.SZ,2017-07-10,17.23
002022.SZ,2017-07-11,17.15
002022.SZ,2017-07-12,17.23
002022.SZ,2017-07-13,17.45
002022.SZ,2017-07-14,17.19
002022.SZ,2017-07-17,16.6
002022.SZ,2017-07-18,16.6
002022.SZ,2017-07-19,16.6
002022.SZ,2017-07-20,16.48
002022.SZ,2017-07-21,16.31
002022.SZ,2017-07-24,16.12
002022.SZ,2017-07-25,16.14
002022.SZ,2017-07-26,16.15
002022.SZ,2017-07-27,16.52
002022.SZ,2017-07-28,16.38
002022.SZ,2017-07-31,16.36
002022.SZ,2017-08-01,16.34
002022.SZ,2017-08-02,16.12
002022.SZ,2017-08-03,16.22
002022.SZ,2017-08-04,16.19
002022.SZ,2017-08-07,16.84
002022.SZ,2017-08-08,16.71
002022.SZ,2017-08-09,16.78
002022.SZ,2017-08-10,16.64
002022.SZ,2017-08-11,16.52
002022.SZ,2017-08-14,16.7
002022.SZ,2017-08-15,16.55
002022.SZ,2017-08-16,16.74
002022.SZ,2017-08-17,16.89
002022.SZ,2017-08-18,16.68
002022.SZ,2017-08-21,16.74
002022.SZ,2017-08-22,16.6
002022.SZ,2017-08-23,16.56
002022.SZ,2017-08-24,16.35
002022.SZ,2017-08-25,16.46
002022.SZ,2017-08-28,17.28
002022.SZ,2017-08-29,17.28
002022.SZ,2017-08-30,17.19
002022.SZ,2017-08-31,17.37
002022.SZ,2017-09-01,17.39
002022.SZ,2017-09-04,17.43
002022.SZ,2017-09-05,17.49
002022.SZ,2017-09-06,17.43
002022.SZ,2017-09-07,17.3
002022.SZ,2017-09-08,17.86
002022.SZ,2017-09-11,17.82
002022.SZ,2017-09-12,17.95
002022.SZ,2017-09-13,18.05
002022.SZ,2017-09-14,17.92
002022.SZ,2017-09-15,17.57
002022.SZ,2017-09-18,17.73
002022.SZ,2017-09-19,17.48
002022.SZ,2017-09-20,17.55
002022.SZ,2017-09-21,17.37
002022.SZ,2017-09-22,17.23
002022.SZ,2017-09-25,17.5
002022.SZ,2017-09-26,17.33
002022.SZ,2017-09-27,17.28
002022.SZ,2017-09-28,17.18
002022.SZ,2017-09-29,17.25
002022.SZ,2017-10-02,17.25
002022.SZ,2017-10-03,17.25
002022.SZ,2017-10-04,17.25
002022.SZ,2017-10-05,17.25
002022.SZ,2017-10-06,17.25
002022.SZ,2017-10-09,17.3
002022.SZ,2017-10-10,18.26
002022.SZ,2017-10-11,17.99
002022.SZ,2017-10-12,17.96
002022.SZ,2017-10-13,17.87
002022.SZ,2017-10-16,17.31
002022.SZ,2017-10-17,17.24
002022.SZ,2017-10-18,17.2
002022.SZ,2017-10-19,17.18
002022.SZ,2017-10-20,17.49
002022.SZ,2017-10-23,17.42
002022.SZ,2017-10-24,17.25
002022.SZ,2017-10-25,17.34
002022.SZ,2017-10-26,17.4
002022.SZ,2017-10-27,17.2
002022.SZ,2017-10-30,16.31
002022.SZ,2017-10-31,16.37
